"","gene_id","gene_type","gene_short_name","chr"
"ENSMUSG00000053644","ENSMUSG00000053644","protein_coding","Aldh7a1","chr18"
"ENSMUSG00000008301","ENSMUSG00000008301","protein_coding","Phax","chr18"
"ENSMUSG00000032900","ENSMUSG00000032900","protein_coding","Tex43","chr18"
"ENSMUSG00000024590","ENSMUSG00000024590","protein_coding","Lmnb1","chr18"
"ENSMUSG00000032656","ENSMUSG00000032656","protein_coding","March3","chr18"
"ENSMUSG00000024592","ENSMUSG00000024592","protein_coding","C330018D20Rik","chr18"
"ENSMUSG00000024593","ENSMUSG00000024593","protein_coding","Megf10","chr18"
"ENSMUSG00000024594","ENSMUSG00000024594","protein_coding","Prrc1","chr18"
"ENSMUSG00000069372","ENSMUSG00000069372","protein_coding","Ctxn3","chr18"
"ENSMUSG00000058925","ENSMUSG00000058925","protein_coding","1700011I03Rik","chr18"
"ENSMUSG00000024597","ENSMUSG00000024597","protein_coding","Slc12a2","chr18"
"ENSMUSG00000024598","ENSMUSG00000024598","protein_coding","Fbn2","chr18"
"ENSMUSG00000097618","ENSMUSG00000097618","lincRNA","Gm26507","chr18"
"ENSMUSG00000024600","ENSMUSG00000024600","protein_coding","Slc27a6","chr18"
"ENSMUSG00000024601","ENSMUSG00000024601","protein_coding","Isoc1","chr18"
"ENSMUSG00000053441","ENSMUSG00000053441","protein_coding","Adamts19","chr18"
"ENSMUSG00000050875","ENSMUSG00000050875","protein_coding","A730017C20Rik","chr18"
"ENSMUSG00000058152","ENSMUSG00000058152","protein_coding","Chsy3","chr18"
"ENSMUSG00000073555","ENSMUSG00000073555","protein_coding","Gm4951","chr18"
"ENSMUSG00000068606","ENSMUSG00000068606","protein_coding","Gm4841","chr18"
"ENSMUSG00000090942","ENSMUSG00000090942","protein_coding","F830016B08Rik","chr18"
"ENSMUSG00000054072","ENSMUSG00000054072","protein_coding","Iigp1","chr18"
"ENSMUSG00000073554","ENSMUSG00000073554","pseudogene","Gm6960","chr18"
"ENSMUSG00000063388","ENSMUSG00000063388","pseudogene","BC023105","chr18"
"ENSMUSG00000038059","ENSMUSG00000038059","protein_coding","Smim3","chr18"
"ENSMUSG00000024603","ENSMUSG00000024603","protein_coding","Dctn4","chr18"
"ENSMUSG00000024604","ENSMUSG00000024604","protein_coding","Rbm22","chr18"
"ENSMUSG00000049173","ENSMUSG00000049173","protein_coding","Myoz3","chr18"
"ENSMUSG00000043079","ENSMUSG00000043079","protein_coding","Synpo","chr18"
"ENSMUSG00000054008","ENSMUSG00000054008","protein_coding","Ndst1","chr18"
"ENSMUSG00000024608","ENSMUSG00000024608","protein_coding","Rps14","chr18"
"ENSMUSG00000024610","ENSMUSG00000024610","protein_coding","Cd74","chr18"
"ENSMUSG00000024613","ENSMUSG00000024613","protein_coding","Tcof1","chr18"
"ENSMUSG00000036412","ENSMUSG00000036412","protein_coding","Arsi","chr18"
"ENSMUSG00000024617","ENSMUSG00000024617","protein_coding","Camk2a","chr18"
"ENSMUSG00000052026","ENSMUSG00000052026","protein_coding","Slc6a7","chr18"
"ENSMUSG00000024619","ENSMUSG00000024619","protein_coding","Cdx1","chr18"
"ENSMUSG00000024620","ENSMUSG00000024620","protein_coding","Pdgfrb","chr18"
"ENSMUSG00000024621","ENSMUSG00000024621","protein_coding","Csf1r","chr18"
"ENSMUSG00000024622","ENSMUSG00000024622","protein_coding","Hmgxb3","chr18"
"ENSMUSG00000034320","ENSMUSG00000034320","protein_coding","Slc26a2","chr18"
"ENSMUSG00000024575","ENSMUSG00000024575","protein_coding","Pde6a","chr18"
"ENSMUSG00000033871","ENSMUSG00000033871","protein_coding","Ppargc1b","chr18"
"ENSMUSG00000045094","ENSMUSG00000045094","protein_coding","Arhgef37","chr18"
"ENSMUSG00000024576","ENSMUSG00000024576","protein_coding","Csnk1a1","chr18"
"ENSMUSG00000098098","ENSMUSG00000098098","lincRNA","Bvht","chr18"
"ENSMUSG00000097324","ENSMUSG00000097324","lincRNA","Carmn","chr18"
"ENSMUSG00000024578","ENSMUSG00000024578","protein_coding","Il17b","chr18"
"ENSMUSG00000024579","ENSMUSG00000024579","protein_coding","Pcyox1l","chr18"
"ENSMUSG00000024580","ENSMUSG00000024580","protein_coding","Grpel2","chr18"
"ENSMUSG00000033032","ENSMUSG00000033032","protein_coding","Afap1l1","chr18"
"ENSMUSG00000032735","ENSMUSG00000032735","protein_coding","Ablim3","chr18"
"ENSMUSG00000045629","ENSMUSG00000045629","protein_coding","Sh3tc2","chr18"
"ENSMUSG00000045730","ENSMUSG00000045730","protein_coding","Adrb2","chr18"
"ENSMUSG00000054589","ENSMUSG00000054589","protein_coding","Gm9949","chr18"
"ENSMUSG00000026322","ENSMUSG00000026322","protein_coding","Htr4","chr18"
"ENSMUSG00000042211","ENSMUSG00000042211","protein_coding","Fbxo38","chr18"
"ENSMUSG00000044176","ENSMUSG00000044176","protein_coding","Spink10","chr18"
"ENSMUSG00000110576","ENSMUSG00000110576","protein_coding","RP23-411I6.1","chr18"
"ENSMUSG00000060201","ENSMUSG00000060201","protein_coding","Spink7","chr18"
"ENSMUSG00000073551","ENSMUSG00000073551","protein_coding","Spink13","chr18"
"ENSMUSG00000091744","ENSMUSG00000091744","protein_coding","Gm17732","chr18"
"ENSMUSG00000041789","ENSMUSG00000041789","lincRNA","2700046A07Rik","chr18"
"ENSMUSG00000071847","ENSMUSG00000071847","protein_coding","Apcdd1","chr18"
"ENSMUSG00000024581","ENSMUSG00000024581","protein_coding","Napg","chr18"
"ENSMUSG00000041482","ENSMUSG00000041482","protein_coding","Piezo2","chr18"
"ENSMUSG00000097980","ENSMUSG00000097980","lincRNA","Gm26972","chr18"
"ENSMUSG00000024583","ENSMUSG00000024583","protein_coding","Txnl1","chr18"
"ENSMUSG00000040560","ENSMUSG00000040560","protein_coding","Wdr7","chr18"
"ENSMUSG00000056812","ENSMUSG00000056812","protein_coding","St8sia3","chr18"
"ENSMUSG00000045991","ENSMUSG00000045991","protein_coding","Onecut2","chr18"
"ENSMUSG00000024588","ENSMUSG00000024588","protein_coding","Fech","chr18"
"ENSMUSG00000024587","ENSMUSG00000024587","protein_coding","Nars","chr18"
"ENSMUSG00000039529","ENSMUSG00000039529","protein_coding","Atp8b1","chr18"
"ENSMUSG00000024589","ENSMUSG00000024589","protein_coding","Nedd4l","chr18"
"ENSMUSG00000032845","ENSMUSG00000032845","protein_coding","Alpk2","chr18"
"ENSMUSG00000032688","ENSMUSG00000032688","protein_coding","Malt1","chr18"
"ENSMUSG00000042439","ENSMUSG00000042439","protein_coding","Zfp532","chr18"
"ENSMUSG00000046610","ENSMUSG00000046610","protein_coding","Oacyl","chr18"
"ENSMUSG00000024516","ENSMUSG00000024516","protein_coding","Sec11c","chr18"
"ENSMUSG00000024517","ENSMUSG00000024517","protein_coding","Grp","chr18"
"ENSMUSG00000024518","ENSMUSG00000024518","protein_coding","Rax","chr18"
"ENSMUSG00000097907","ENSMUSG00000097907","lincRNA","Raxos1","chr18"
"ENSMUSG00000024519","ENSMUSG00000024519","protein_coding","Cplx4","chr18"
"ENSMUSG00000041891","ENSMUSG00000041891","protein_coding","Lman1","chr18"
"ENSMUSG00000046318","ENSMUSG00000046318","protein_coding","Ccbe1","chr18"
"ENSMUSG00000024521","ENSMUSG00000024521","protein_coding","Pmaip1","chr18"
"ENSMUSG00000047259","ENSMUSG00000047259","protein_coding","Mc4r","chr18"
"ENSMUSG00000024524","ENSMUSG00000024524","protein_coding","Gnal","chr18"
"ENSMUSG00000109901","ENSMUSG00000109901","protein_coding","Chmp1b","chr18"
"ENSMUSG00000062526","ENSMUSG00000062526","protein_coding","Mppe1","chr18"
"ENSMUSG00000024525","ENSMUSG00000024525","protein_coding","Impa2","chr18"
"ENSMUSG00000024526","ENSMUSG00000024526","protein_coding","Cidea","chr18"
"ENSMUSG00000001473","ENSMUSG00000001473","protein_coding","Tubb6","chr18"
"ENSMUSG00000024527","ENSMUSG00000024527","protein_coding","Afg3l2","chr18"
"ENSMUSG00000024530","ENSMUSG00000024530","protein_coding","Slmo1","chr18"
"ENSMUSG00000024533","ENSMUSG00000024533","protein_coding","Spire1","chr18"
"ENSMUSG00000091695","ENSMUSG00000091695","protein_coding","Gm17669","chr18"
"ENSMUSG00000073542","ENSMUSG00000073542","protein_coding","Cep76","chr18"
"ENSMUSG00000024537","ENSMUSG00000024537","protein_coding","Psmg2","chr18"
"ENSMUSG00000024539","ENSMUSG00000024539","protein_coding","Ptpn2","chr18"
"ENSMUSG00000097835","ENSMUSG00000097835","lincRNA","Gm26910","chr18"
"ENSMUSG00000079614","ENSMUSG00000079614","protein_coding","Seh1l","chr18"
"ENSMUSG00000024542","ENSMUSG00000024542","protein_coding","Cep192","chr18"
"ENSMUSG00000024544","ENSMUSG00000024544","protein_coding","Ldlrad4","chr18"
"ENSMUSG00000038121","ENSMUSG00000038121","protein_coding","Fam210a","chr18"
"ENSMUSG00000009535","ENSMUSG00000009535","protein_coding","Rnmt","chr18"
"ENSMUSG00000007480","ENSMUSG00000007480","protein_coding","Mc5r","chr18"
"ENSMUSG00000045569","ENSMUSG00000045569","protein_coding","Mc2r","chr18"
"ENSMUSG00000024546","ENSMUSG00000024546","protein_coding","4930546C10Rik","chr18"
"ENSMUSG00000110211","ENSMUSG00000110211","lincRNA","Gm45482","chr18"
"ENSMUSG00000053477","ENSMUSG00000053477","protein_coding","Tcf4","chr18"
"ENSMUSG00000038903","ENSMUSG00000038903","protein_coding","Ccdc68","chr18"
"ENSMUSG00000024511","ENSMUSG00000024511","protein_coding","Rab27b","chr18"
"ENSMUSG00000024512","ENSMUSG00000024512","protein_coding","Dynap","chr18"
"ENSMUSG00000044906","ENSMUSG00000044906","protein_coding","4930503L19Rik","chr18"
"ENSMUSG00000079608","ENSMUSG00000079608","protein_coding","Stard6","chr18"
"ENSMUSG00000038425","ENSMUSG00000038425","protein_coding","Poli","chr18"
"ENSMUSG00000024513","ENSMUSG00000024513","protein_coding","Mbd2","chr18"
"ENSMUSG00000060534","ENSMUSG00000060534","protein_coding","Dcc","chr18"
"ENSMUSG00000037253","ENSMUSG00000037253","protein_coding","Mex3c","chr18"
"ENSMUSG00000024515","ENSMUSG00000024515","protein_coding","Smad4","chr18"
"ENSMUSG00000036941","ENSMUSG00000036941","protein_coding","Elac1","chr18"
"ENSMUSG00000024556","ENSMUSG00000024556","protein_coding","Me2","chr18"
"ENSMUSG00000064036","ENSMUSG00000064036","protein_coding","Mro","chr18"
"ENSMUSG00000024558","ENSMUSG00000024558","protein_coding","Mapk4","chr18"
"ENSMUSG00000090263","ENSMUSG00000090263","lincRNA","D730045A05Rik","chr18"
"ENSMUSG00000053861","ENSMUSG00000053861","protein_coding","Gm9925","chr18"
"ENSMUSG00000036223","ENSMUSG00000036223","protein_coding","Ska1","chr18"
"ENSMUSG00000024560","ENSMUSG00000024560","protein_coding","Cxxc1","chr18"
"ENSMUSG00000024561","ENSMUSG00000024561","protein_coding","Mbd1","chr18"
"ENSMUSG00000035394","ENSMUSG00000035394","protein_coding","Cfap53","chr18"
"ENSMUSG00000025885","ENSMUSG00000025885","protein_coding","Myo5b","chr18"
"ENSMUSG00000036880","ENSMUSG00000036880","protein_coding","Acaa2","chr18"
"ENSMUSG00000053846","ENSMUSG00000053846","protein_coding","Lipg","chr18"
"ENSMUSG00000062328","ENSMUSG00000062328","protein_coding","Rpl17","chr18"
"ENSMUSG00000036299","ENSMUSG00000036299","protein_coding","BC031181","chr18"
"ENSMUSG00000035765","ENSMUSG00000035765","protein_coding","Dym","chr18"
"ENSMUSG00000025880","ENSMUSG00000025880","protein_coding","Smad7","chr18"
"ENSMUSG00000052928","ENSMUSG00000052928","protein_coding","Ctif","chr18"
"ENSMUSG00000097712","ENSMUSG00000097712","lincRNA","Gm10532","chr18"
"ENSMUSG00000097302","ENSMUSG00000097302","lincRNA","1700034B16Rik","chr18"
"ENSMUSG00000044646","ENSMUSG00000044646","protein_coding","Zbtb7c","chr18"
"ENSMUSG00000024563","ENSMUSG00000024563","protein_coding","Smad2","chr18"
"ENSMUSG00000091519","ENSMUSG00000091519","protein_coding","Skor2","chr18"
"ENSMUSG00000090000","ENSMUSG00000090000","protein_coding","Ier3ip1","chr18"
"ENSMUSG00000025421","ENSMUSG00000025421","protein_coding","Hdhd2","chr18"
"ENSMUSG00000025420","ENSMUSG00000025420","protein_coding","Katnal2","chr18"
"ENSMUSG00000025423","ENSMUSG00000025423","protein_coding","Pias2","chr18"
"ENSMUSG00000073532","ENSMUSG00000073532","protein_coding","Gm7276","chr18"
"ENSMUSG00000025425","ENSMUSG00000025425","protein_coding","St8sia5","chr18"
"ENSMUSG00000032818","ENSMUSG00000032818","protein_coding","Loxhd1","chr18"
"ENSMUSG00000025427","ENSMUSG00000025427","protein_coding","Rnf165","chr18"
"ENSMUSG00000047466","ENSMUSG00000047466","protein_coding","8030462N17Rik","chr18"
"ENSMUSG00000056682","ENSMUSG00000056682","pseudogene","4930465K10Rik","chr18"
"ENSMUSG00000097666","ENSMUSG00000097666","lincRNA","A330094K24Rik","chr18"
"ENSMUSG00000041840","ENSMUSG00000041840","protein_coding","Haus1","chr18"
"ENSMUSG00000025428","ENSMUSG00000025428","protein_coding","Atp5a1","chr18"
"ENSMUSG00000025429","ENSMUSG00000025429","protein_coding","Pstpip2","chr18"
"ENSMUSG00000039840","ENSMUSG00000039840","protein_coding","Epg5","chr18"
"ENSMUSG00000091055","ENSMUSG00000091055","protein_coding","Siglec15","chr18"
"ENSMUSG00000059336","ENSMUSG00000059336","protein_coding","Slc14a1","chr18"
"ENSMUSG00000024552","ENSMUSG00000024552","protein_coding","Slc14a2","chr18"
"ENSMUSG00000090451","ENSMUSG00000090451","protein_coding","Gm6133","chr18"
"ENSMUSG00000024548","ENSMUSG00000024548","protein_coding","Setbp1","chr18"
"ENSMUSG00000056214","ENSMUSG00000056214","protein_coding","Pard6g","chr18"
"ENSMUSG00000096597","ENSMUSG00000096597","protein_coding","Gm21886","chr18"
"ENSMUSG00000053950","ENSMUSG00000053950","protein_coding","Adnp2","chr18"
"ENSMUSG00000024570","ENSMUSG00000024570","protein_coding","Rbfa","chr18"
"ENSMUSG00000024571","ENSMUSG00000024571","protein_coding","Gm16286","chr18"
"ENSMUSG00000057130","ENSMUSG00000057130","protein_coding","Txnl4a","chr18"
"ENSMUSG00000078963","ENSMUSG00000078963","protein_coding","Hsbp1l1","chr18"
"ENSMUSG00000034006","ENSMUSG00000034006","protein_coding","Pqlc1","chr18"
"ENSMUSG00000059852","ENSMUSG00000059852","protein_coding","Kcng2","chr18"
"ENSMUSG00000033323","ENSMUSG00000033323","protein_coding","Ctdp1","chr18"
"ENSMUSG00000033016","ENSMUSG00000033016","protein_coding","Nfatc1","chr18"
"ENSMUSG00000024566","ENSMUSG00000024566","protein_coding","Atp9b","chr18"
"ENSMUSG00000024565","ENSMUSG00000024565","protein_coding","Sall3","chr18"
"ENSMUSG00000097181","ENSMUSG00000097181","lincRNA","4930594M17Rik","chr18"
"ENSMUSG00000058625","ENSMUSG00000058625","pseudogene","Gm17383","chr18"
"ENSMUSG00000024553","ENSMUSG00000024553","protein_coding","Galr1","chr18"
"ENSMUSG00000041607","ENSMUSG00000041607","protein_coding","Mbp","chr18"
"ENSMUSG00000041258","ENSMUSG00000041258","protein_coding","Zfp236","chr18"
"ENSMUSG00000101773","ENSMUSG00000101773","lincRNA","2210420H20Rik","chr18"
"ENSMUSG00000097738","ENSMUSG00000097738","lincRNA","4930445N18Rik","chr18"
"ENSMUSG00000058881","ENSMUSG00000058881","protein_coding","Zfp516","chr18"
"ENSMUSG00000100430","ENSMUSG00000100430","lincRNA","1700095A13Rik","chr18"
"ENSMUSG00000046982","ENSMUSG00000046982","protein_coding","Tshz1","chr18"
"ENSMUSG00000049090","ENSMUSG00000049090","protein_coding","Zadh2","chr18"
"ENSMUSG00000048410","ENSMUSG00000048410","protein_coding","Zfp407","chr18"
"ENSMUSG00000056162","ENSMUSG00000056162","protein_coding","Cndp1","chr18"
"ENSMUSG00000024644","ENSMUSG00000024644","protein_coding","Cndp2","chr18"
"ENSMUSG00000047992","ENSMUSG00000047992","protein_coding","Fam69c","chr18"
"ENSMUSG00000024646","ENSMUSG00000024646","protein_coding","Cyb5a","chr18"
"ENSMUSG00000034391","ENSMUSG00000034391","protein_coding","Fbxo15","chr18"
"ENSMUSG00000024645","ENSMUSG00000024645","protein_coding","Timm21","chr18"
"ENSMUSG00000050321","ENSMUSG00000050321","protein_coding","Neto1","chr18"
"ENSMUSG00000024647","ENSMUSG00000024647","protein_coding","Cbln2","chr18"
"ENSMUSG00000069324","ENSMUSG00000069324","protein_coding","Gm5096","chr18"
"ENSMUSG00000056153","ENSMUSG00000056153","protein_coding","Socs6","chr18"
"ENSMUSG00000023066","ENSMUSG00000023066","protein_coding","Rttn","chr18"
"ENSMUSG00000034028","ENSMUSG00000034028","protein_coding","Cd226","chr18"
"ENSMUSG00000043498","ENSMUSG00000043498","pseudogene","9330132A10Rik","chr18"
"ENSMUSG00000073514","ENSMUSG00000073514","protein_coding","Dok6","chr18"
"ENSMUSG00000024614","ENSMUSG00000024614","protein_coding","Tmx3","chr18"
"ENSMUSG00000110277","ENSMUSG00000110277","protein_coding","CH25-588N10.2","chr18"
"ENSMUSG00000100969","ENSMUSG00000100969","lincRNA","1700030N03Rik","chr19"
"ENSMUSG00000024831","ENSMUSG00000024831","protein_coding","Ighmbp2","chr19"
"ENSMUSG00000024829","ENSMUSG00000024829","protein_coding","Mrpl21","chr19"
"ENSMUSG00000024900","ENSMUSG00000024900","protein_coding","Cpt1a","chr19"
"ENSMUSG00000024905","ENSMUSG00000024905","protein_coding","Mtl5","chr19"
"ENSMUSG00000024907","ENSMUSG00000024907","protein_coding","Gal","chr19"
"ENSMUSG00000024908","ENSMUSG00000024908","protein_coding","Ppp6r3","chr19"
"ENSMUSG00000024913","ENSMUSG00000024913","protein_coding","Lrp5","chr19"
"ENSMUSG00000035372","ENSMUSG00000035372","protein_coding","1810055G02Rik","chr19"
"ENSMUSG00000045098","ENSMUSG00000045098","protein_coding","Kmt5b","chr19"
"ENSMUSG00000024843","ENSMUSG00000024843","protein_coding","Chka","chr19"
"ENSMUSG00000001750","ENSMUSG00000001750","protein_coding","Tcirg1","chr19"
"ENSMUSG00000059734","ENSMUSG00000059734","protein_coding","Ndufs8","chr19"
"ENSMUSG00000024885","ENSMUSG00000024885","protein_coding","Aldh3b1","chr19"
"ENSMUSG00000036908","ENSMUSG00000036908","protein_coding","Unc93b1","chr19"
"ENSMUSG00000037263","ENSMUSG00000037263","protein_coding","Aldh3b3","chr19"
"ENSMUSG00000075296","ENSMUSG00000075296","protein_coding","Aldh3b2","chr19"
"ENSMUSG00000024866","ENSMUSG00000024866","protein_coding","Acy3","chr19"
"ENSMUSG00000037477","ENSMUSG00000037477","protein_coding","Tbx10","chr19"
"ENSMUSG00000110949","ENSMUSG00000110949","protein_coding","Nudt8","chr19"
"ENSMUSG00000024869","ENSMUSG00000024869","protein_coding","Nudt8","chr19"
"ENSMUSG00000024871","ENSMUSG00000024871","protein_coding","Doc2g","chr19"
"ENSMUSG00000037916","ENSMUSG00000037916","protein_coding","Ndufv1","chr19"
"ENSMUSG00000060803","ENSMUSG00000060803","protein_coding","Gstp1","chr19"
"ENSMUSG00000038155","ENSMUSG00000038155","protein_coding","Gstp2","chr19"
"ENSMUSG00000058216","ENSMUSG00000058216","protein_coding","Gstp3","chr19"
"ENSMUSG00000024857","ENSMUSG00000024857","protein_coding","Cabp2","chr19"
"ENSMUSG00000024856","ENSMUSG00000024856","protein_coding","Cdk2ap2","chr19"
"ENSMUSG00000024851","ENSMUSG00000024851","protein_coding","Pitpnm1","chr19"
"ENSMUSG00000024847","ENSMUSG00000024847","protein_coding","Aip","chr19"
"ENSMUSG00000024842","ENSMUSG00000024842","protein_coding","Cabp4","chr19"
"ENSMUSG00000044724","ENSMUSG00000044724","protein_coding","Gpr152","chr19"
"ENSMUSG00000024835","ENSMUSG00000024835","protein_coding","Coro1b","chr19"
"ENSMUSG00000045826","ENSMUSG00000045826","protein_coding","Ptprcap","chr19"
"ENSMUSG00000024830","ENSMUSG00000024830","protein_coding","Rps6kb2","chr19"
"ENSMUSG00000075289","ENSMUSG00000075289","protein_coding","Carns1","chr19"
"ENSMUSG00000097233","ENSMUSG00000097233","lincRNA","Gm17552","chr19"
"ENSMUSG00000040247","ENSMUSG00000040247","protein_coding","Tbc1d10c","chr19"
"ENSMUSG00000040385","ENSMUSG00000040385","protein_coding","Ppp1ca","chr19"
"ENSMUSG00000024824","ENSMUSG00000024824","protein_coding","Rad9a","chr19"
"ENSMUSG00000040663","ENSMUSG00000040663","protein_coding","Clcf1","chr19"
"ENSMUSG00000024854","ENSMUSG00000024854","protein_coding","Pold4","chr19"
"ENSMUSG00000034616","ENSMUSG00000034616","protein_coding","Ssh3","chr19"
"ENSMUSG00000005986","ENSMUSG00000005986","protein_coding","Ankrd13d","chr19"
"ENSMUSG00000024858","ENSMUSG00000024858","protein_coding","Grk2","chr19"
"ENSMUSG00000054611","ENSMUSG00000054611","protein_coding","Kdm2a","chr19"
"ENSMUSG00000041845","ENSMUSG00000041845","protein_coding","Rhod","chr19"
"ENSMUSG00000049303","ENSMUSG00000049303","protein_coding","Syt12","chr19"
"ENSMUSG00000042041","ENSMUSG00000042041","protein_coding","2010003K11Rik","chr19"
"ENSMUSG00000024892","ENSMUSG00000024892","protein_coding","Pcx","chr19"
"ENSMUSG00000045045","ENSMUSG00000045045","protein_coding","Lrfn4","chr19"
"ENSMUSG00000024889","ENSMUSG00000024889","protein_coding","Rce1","chr19"
"ENSMUSG00000071691","ENSMUSG00000071691","protein_coding","Gm960","chr19"
"ENSMUSG00000067889","ENSMUSG00000067889","protein_coding","Sptbn2","chr19"
"ENSMUSG00000096370","ENSMUSG00000096370","protein_coding","Gm21992","chr19"
"ENSMUSG00000033760","ENSMUSG00000033760","protein_coding","Rbm4b","chr19"
"ENSMUSG00000094936","ENSMUSG00000094936","protein_coding","Rbm4","chr19"
"ENSMUSG00000006456","ENSMUSG00000006456","protein_coding","Rbm14","chr19"
"ENSMUSG00000034108","ENSMUSG00000034108","protein_coding","Ccs","chr19"
"ENSMUSG00000067872","ENSMUSG00000067872","protein_coding","Ccdc87","chr19"
"ENSMUSG00000083282","ENSMUSG00000083282","protein_coding","Ctsf","chr19"
"ENSMUSG00000006457","ENSMUSG00000006457","protein_coding","Actn3","chr19"
"ENSMUSG00000006463","ENSMUSG00000006463","protein_coding","Zdhhc24","chr19"
"ENSMUSG00000006464","ENSMUSG00000006464","protein_coding","Bbs1","chr19"
"ENSMUSG00000063904","ENSMUSG00000063904","protein_coding","Dpp3","chr19"
"ENSMUSG00000024901","ENSMUSG00000024901","protein_coding","Peli3","chr19"
"ENSMUSG00000024902","ENSMUSG00000024902","protein_coding","Mrpl11","chr19"
"ENSMUSG00000045903","ENSMUSG00000045903","protein_coding","Npas4","chr19"
"ENSMUSG00000024891","ENSMUSG00000024891","protein_coding","Slc29a2","chr19"
"ENSMUSG00000047379","ENSMUSG00000047379","protein_coding","B4gat1","chr19"
"ENSMUSG00000080268","ENSMUSG00000080268","protein_coding","Brms1","chr19"
"ENSMUSG00000024883","ENSMUSG00000024883","protein_coding","Rin1","chr19"
"ENSMUSG00000056481","ENSMUSG00000056481","protein_coding","Cd248","chr19"
"ENSMUSG00000061451","ENSMUSG00000061451","protein_coding","Tmem151a","chr19"
"ENSMUSG00000024875","ENSMUSG00000024875","protein_coding","Yif1a","chr19"
"ENSMUSG00000024873","ENSMUSG00000024873","protein_coding","Cnih2","chr19"
"ENSMUSG00000024870","ENSMUSG00000024870","protein_coding","Rab1b","chr19"
"ENSMUSG00000024862","ENSMUSG00000024862","protein_coding","Klc2","chr19"
"ENSMUSG00000024855","ENSMUSG00000024855","protein_coding","Pacs1","chr19"
"ENSMUSG00000024853","ENSMUSG00000024853","protein_coding","Sf3b2","chr19"
"ENSMUSG00000047658","ENSMUSG00000047658","protein_coding","Gal3st3","chr19"
"ENSMUSG00000038498","ENSMUSG00000038498","protein_coding","Catsper1","chr19"
"ENSMUSG00000024846","ENSMUSG00000024846","protein_coding","Cst6","chr19"
"ENSMUSG00000024844","ENSMUSG00000024844","protein_coding","Banf1","chr19"
"ENSMUSG00000024841","ENSMUSG00000024841","protein_coding","Eif1ad","chr19"
"ENSMUSG00000039148","ENSMUSG00000039148","protein_coding","Sart1","chr19"
"ENSMUSG00000039330","ENSMUSG00000039330","protein_coding","Tsga10ip","chr19"
"ENSMUSG00000024914","ENSMUSG00000024914","protein_coding","Drap1","chr19"
"ENSMUSG00000047423","ENSMUSG00000047423","protein_coding","AI837181","chr19"
"ENSMUSG00000024912","ENSMUSG00000024912","protein_coding","Fosl1","chr19"
"ENSMUSG00000095098","ENSMUSG00000095098","protein_coding","Ccdc85b","chr19"
"ENSMUSG00000024911","ENSMUSG00000024911","protein_coding","Fibp","chr19"
"ENSMUSG00000024910","ENSMUSG00000024910","protein_coding","Ctsw","chr19"
"ENSMUSG00000024909","ENSMUSG00000024909","protein_coding","Efemp2","chr19"
"ENSMUSG00000024906","ENSMUSG00000024906","protein_coding","Mus81","chr19"
"ENSMUSG00000056201","ENSMUSG00000056201","protein_coding","Cfl1","chr19"
"ENSMUSG00000056185","ENSMUSG00000056185","protein_coding","Snx32","chr19"
"ENSMUSG00000100937","ENSMUSG00000100937","protein_coding","1700020D05Rik","chr19"
"ENSMUSG00000024922","ENSMUSG00000024922","protein_coding","Ovol1","chr19"
"ENSMUSG00000049562","ENSMUSG00000049562","protein_coding","Ap5b1","chr19"
"ENSMUSG00000024925","ENSMUSG00000024925","protein_coding","Rnaseh2c","chr19"
"ENSMUSG00000024926","ENSMUSG00000024926","protein_coding","Kat5","chr19"
"ENSMUSG00000024927","ENSMUSG00000024927","protein_coding","Rela","chr19"
"ENSMUSG00000056917","ENSMUSG00000056917","protein_coding","Sipa1","chr19"
"ENSMUSG00000054874","ENSMUSG00000054874","protein_coding","Pcnx3","chr19"
"ENSMUSG00000004054","ENSMUSG00000004054","protein_coding","Map3k11","chr19"
"ENSMUSG00000024936","ENSMUSG00000024936","protein_coding","Kcnk7","chr19"
"ENSMUSG00000024937","ENSMUSG00000024937","protein_coding","Ehbp1l1","chr19"
"ENSMUSG00000024939","ENSMUSG00000024939","protein_coding","Fam89b","chr19"
"ENSMUSG00000079478","ENSMUSG00000079478","protein_coding","Sssca1","chr19"
"ENSMUSG00000024940","ENSMUSG00000024940","protein_coding","Ltbp3","chr19"
"ENSMUSG00000024941","ENSMUSG00000024941","protein_coding","Scyl1","chr19"
"ENSMUSG00000092341","ENSMUSG00000092341","lincRNA","Malat1","chr19"
"ENSMUSG00000092274","ENSMUSG00000092274","lincRNA","Neat1","chr19"
"ENSMUSG00000024816","ENSMUSG00000024816","protein_coding","Frmd8","chr19"
"ENSMUSG00000024818","ENSMUSG00000024818","protein_coding","Slc25a45","chr19"
"ENSMUSG00000044390","ENSMUSG00000044390","protein_coding","Tigd3","chr19"
"ENSMUSG00000024826","ENSMUSG00000024826","protein_coding","Dpf2","chr19"
"ENSMUSG00000045664","ENSMUSG00000045664","protein_coding","Cdc42ep2","chr19"
"ENSMUSG00000024833","ENSMUSG00000024833","protein_coding","Pola2","chr19"
"ENSMUSG00000037451","ENSMUSG00000037451","protein_coding","Slc22a20","chr19"
"ENSMUSG00000024942","ENSMUSG00000024942","protein_coding","Capn1","chr19"
"ENSMUSG00000097404","ENSMUSG00000097404","lincRNA","Gm10814","chr19"
"ENSMUSG00000024807","ENSMUSG00000024807","protein_coding","Syvn1","chr19"
